order_id,customer_id,order_date,status
1,321.0,2026-04-10 20:23:05,SHIPPED
2,401.0,2026-05-24 15:33:43,DELIVERED
3,99.0,2025-08-27 23:18:24,PLACED
4,356.0,2025-05-23 09:51:53,PLACED
5,327.0,2025-08-08 00:02:19,DELIVERED
6,294.0,2025-08-06 14:04:18,DELIVERED
7,123.0,2026-07-11 14:53:55,PLACED
8,351.0,2025-07-27 07:41:11,CANCELLED
9,,2024-12-29 19:55:12,DELIVERED
10,456.0,2025-09-21 09:25:01,SHIPPED
11,68.0,2024-10-16 05:55:40,PLACED
12,437.0,10-04-2026 11:14:03,DELIVERED
13,409.0,2025-10-03 21:49:18,RETURNED
14,,2024-10-06 05:21:08,CANCELLED
15,124.0,2024-09-12 10:34:20,DELIVERED
16,494.0,2025-03-30 07:06:05,DELIVERED
17,192.0,2025-03-12 12:21:22,DELIVERED
18,164.0,2025-08-24 19:33:38,RETURNED
19,487.0,2025-01-02 08:48:50,SHIPPED
20,219.0,2026-04-28 05:51:16,DELIVERED
21,,2025-04-01 19:29:34,DELIVERED
22,344.0,2025-10-06 19:02:56,CANCELLED
23,434.0,2024-07-24 07:51:17,CANCELLED
24,462.0,2025-07-08 14:25:19,CANCELLED
25,430.0,2025-04-10 03:54:11,DELIVERED
26,489.0,2025-03-05 07:03:17,SHIPPED
27,393.0,2026-06-18 21:09:44,CANCELLED
28,217.0,2024-12-10 00:21:17,PLACED
29,1.0,27-09-2024 02:27:45,SHIPPED
30,181.0,2024-09-05 02:23:16,RETURNED
31,232.0,2024-09-14 19:41:41,CANCELLED
32,168.0,2025-11-14 14:25:31,PLACED
33,55.0,2025-09-23 00:22:43,CANCELLED
34,327.0,2025-07-10 07:40:42,PLACED
35,299.0,2026-07-10 22:48:45,PLACED
36,111.0,2025-02-23 06:57:12,PLACED
37,242.0,2025-10-28 19:36:32,PLACED
38,457.0,2026-06-27 09:43:19,DELIVERED
39,339.0,2024-07-22 00:36:05,CANCELLED
40,486.0,2026-06-21 16:03:55,PLACED
41,193.0,2025-09-18 23:23:39,CANCELLED
42,316.0,2025-08-23 17:57:59,RETURNED
43,256.0,2024-08-26 09:20:11,CANCELLED
44,82.0,2025-12-24 14:46:48,SHIPPED
45,167.0,14-04-2025 14:03:34,RETURNED
46,291.0,2025-07-29 11:25:04,CANCELLED
47,63.0,2025-04-15 18:02:55,PLACED
48,298.0,2024-11-07 17:02:48,CANCELLED
49,374.0,2025-08-17 15:43:04,CANCELLED
50,384.0,2025-11-27 23:25:55,RETURNED
51,10.0,2025-06-06 04:24:29,SHIPPED
52,429.0,2026-06-01 18:08:41,RETURNED
53,494.0,2024-07-24 21:09:57,SHIPPED
54,,2025-10-14 14:21:15,RETURNED
55,432.0,2025-06-08 20:49:09,CANCELLED
56,319.0,2026-03-01 02:44:27,RETURNED
57,396.0,2025-06-30 10:58:41,PLACED
58,439.0,2026-07-04 20:35:24,SHIPPED
59,128.0,2025-05-10 12:53:20,RETURNED
60,,2026-04-08 12:53:36,RETURNED
61,420.0,2026-07-09 16:05:01,PLACED
62,62.0,2025-03-30 05:43:32,SHIPPED
63,299.0,2026-01-16 16:44:00,RETURNED
64,5.0,2025-02-28 03:45:51,PLACED
65,130.0,2025-09-29 05:52:23,PLACED
66,164.0,02-08-2025 04:26:57,DELIVERED
67,499.0,2025-10-07 22:05:56,RETURNED
68,381.0,2024-12-20 05:16:18,DELIVERED
69,310.0,2025-08-23 01:13:59,DELIVERED
70,33.0,2025-12-16 18:42:09,PLACED
71,17.0,2025-12-22 09:03:26,CANCELLED
72,380.0,2026-07-06 22:03:19,PLACED
73,289.0,2026-04-16 05:26:31,DELIVERED
74,53.0,2024-11-23 14:23:04,CANCELLED
75,295.0,2025-04-21 05:59:57,PLACED
76,381.0,2024-12-15 15:51:45,RETURNED
77,200.0,2024-09-24 20:31:26,SHIPPED
78,82.0,2025-12-10 17:20:04,SHIPPED
79,205.0,2026-01-18 02:14:05,RETURNED
80,330.0,2025-07-17 15:21:54,PLACED
81,233.0,2024-07-25 16:39:13,PLACED
82,342.0,2024-10-31 13:51:48,PLACED
83,,2025-11-18 17:29:30,SHIPPED
84,344.0,2025-03-14 13:45:05,SHIPPED
85,97.0,2026-03-08 18:31:44,SHIPPED
86,379.0,2025-07-20 04:37:30,DELIVERED
87,366.0,2025-07-24 17:37:29,PLACED
88,170.0,15-07-2026 11:45:55,SHIPPED
89,406.0,2024-12-17 22:05:56,PLACED
90,67.0,2025-03-11 12:21:03,RETURNED
91,467.0,2026-02-22 13:33:34,CANCELLED
92,157.0,2025-09-16 17:21:45,CANCELLED
93,426.0,2026-03-06 21:45:36,CANCELLED
94,,2025-04-04 17:16:23,RETURNED
95,236.0,2024-08-27 18:49:21,DELIVERED
96,406.0,2025-06-01 04:51:57,PLACED
97,291.0,2026-07-13 00:55:25,DELIVERED
98,80.0,2025-07-04 08:57:37,CANCELLED
99,,2025-04-30 15:00:42,CANCELLED
100,327.0,2025-02-27 01:44:09,CANCELLED
101,346.0,2025-09-04 11:14:46,RETURNED
102,357.0,2024-12-28 05:18:52,SHIPPED
103,311.0,2025-10-24 02:05:20,CANCELLED
104,495.0,2026-01-31 05:29:12,PLACED
105,474.0,2025-02-03 19:42:05,SHIPPED
106,94.0,2025-06-21 07:43:57,SHIPPED
107,64.0,2024-08-08 02:28:32,SHIPPED
108,352.0,2025-05-23 19:55:38,RETURNED
109,161.0,2025-06-22 18:39:29,SHIPPED
110,36.0,2025-04-10 18:52:53,DELIVERED
111,306.0,2025-12-19 18:42:01,RETURNED
112,187.0,2026-06-28 23:59:41,CANCELLED
113,490.0,2024-11-17 19:09:38,SHIPPED
114,226.0,2025-07-21 07:12:02,CANCELLED
115,59.0,2026-06-05 00:45:51,RETURNED
116,351.0,2025-05-05 14:31:25,CANCELLED
117,429.0,2025-10-03 21:20:05,SHIPPED
118,232.0,2025-03-20 11:45:56,SHIPPED
119,158.0,2024-08-21 03:56:27,PLACED
120,72.0,2025-12-28 15:09:00,SHIPPED
121,316.0,2024-09-28 21:56:20,CANCELLED
122,30.0,2026-06-17 03:31:43,PLACED
123,469.0,2025-12-08 21:24:09,RETURNED
124,65.0,2026-03-24 03:39:25,DELIVERED
125,366.0,2025-03-09 04:14:54,SHIPPED
126,220.0,2024-09-23 12:23:10,DELIVERED
127,375.0,2024-10-11 14:39:13,DELIVERED
128,444.0,2026-05-25 23:21:25,DELIVERED
129,75.0,2025-04-23 11:53:42,CANCELLED
130,191.0,2024-09-05 04:00:46,SHIPPED
131,,2025-03-05 03:32:45,PLACED
132,67.0,2024-12-17 23:33:48,SHIPPED
133,342.0,2025-03-09 09:47:58,CANCELLED
134,76.0,2025-07-15 12:01:35,DELIVERED
135,400.0,2026-02-12 01:28:28,DELIVERED
136,101.0,2026-02-12 06:44:24,DELIVERED
137,157.0,2025-05-01 04:58:57,RETURNED
138,124.0,2025-10-03 10:42:55,RETURNED
139,319.0,2025-05-22 04:47:56,PLACED
140,478.0,2024-08-02 17:54:14,DELIVERED
141,230.0,2026-02-10 21:37:37,DELIVERED
142,485.0,16-10-2025 00:18:18,CANCELLED
143,265.0,2025-03-10 05:44:26,SHIPPED
144,90.0,2025-08-24 11:59:44,PLACED
145,37.0,2024-11-02 16:22:35,PLACED
146,395.0,2025-03-24 19:52:29,CANCELLED
147,440.0,2025-12-04 21:16:14,CANCELLED
148,45.0,2025-10-12 17:26:58,CANCELLED
149,355.0,2025-09-08 13:33:44,SHIPPED
150,336.0,2024-10-14 01:14:37,SHIPPED
151,321.0,2025-01-02 15:35:13,DELIVERED
152,492.0,2024-07-29 08:02:22,CANCELLED
153,116.0,2025-01-26 07:40:23,RETURNED
154,284.0,2025-10-07 11:01:15,SHIPPED
155,116.0,2026-06-12 19:22:30,PLACED
156,104.0,2024-10-25 14:58:51,PLACED
157,156.0,2025-06-09 10:03:19,SHIPPED
158,297.0,2025-09-11 19:44:50,DELIVERED
159,394.0,2025-09-04 18:59:50,PLACED
160,317.0,2025-03-10 17:24:52,RETURNED
161,414.0,2026-05-27 12:00:21,DELIVERED
162,313.0,2024-08-15 08:39:38,CANCELLED
163,205.0,2026-07-15 07:05:16,CANCELLED
164,318.0,09-05-2026 17:10:53,DELIVERED
165,3.0,2025-10-17 07:54:59,RETURNED
166,394.0,2026-01-23 05:48:48,CANCELLED
167,275.0,2025-06-10 04:47:30,PLACED
168,494.0,2024-09-23 18:09:24,PLACED
169,,2025-07-15 09:15:30,DELIVERED
170,134.0,2025-07-17 15:23:58,PLACED
171,75.0,2024-11-20 04:50:21,DELIVERED
172,111.0,2026-05-09 03:26:44,DELIVERED
173,444.0,2025-11-24 20:50:29,DELIVERED
174,368.0,2025-08-07 23:00:13,RETURNED
175,40.0,2025-11-25 04:43:16,DELIVERED
176,,2025-02-17 08:21:51,DELIVERED
177,363.0,2025-09-13 07:44:18,PLACED
178,389.0,2024-10-03 03:47:17,PLACED
179,143.0,2025-11-20 16:16:25,DELIVERED
180,285.0,2025-07-24 08:32:03,CANCELLED
181,263.0,2025-05-19 06:17:03,PLACED
182,172.0,2024-12-27 13:06:44,CANCELLED
183,100.0,2026-03-09 03:35:21,CANCELLED
184,346.0,21-02-2026 13:23:26,DELIVERED
185,271.0,2024-11-23 23:13:39,DELIVERED
186,94.0,2025-12-02 21:48:15,SHIPPED
187,231.0,2025-05-05 11:37:54,SHIPPED
188,198.0,2026-02-28 06:31:38,RETURNED
189,175.0,2025-02-27 07:10:06,RETURNED
190,392.0,2026-02-25 23:33:23,PLACED
191,477.0,2025-04-10 14:34:54,PLACED
192,,2026-02-27 18:42:17,DELIVERED
193,170.0,2025-06-11 21:54:56,CANCELLED
194,152.0,2025-04-26 01:48:19,CANCELLED
195,74.0,2024-08-13 17:01:06,CANCELLED
196,430.0,2026-05-18 16:43:11,DELIVERED
197,109.0,2026-04-09 22:57:38,CANCELLED
198,157.0,2026-02-06 05:57:00,DELIVERED
199,146.0,2025-12-12 12:09:34,CANCELLED
200,60.0,2026-03-15 03:05:31,SHIPPED
201,458.0,2024-08-20 00:02:57,PLACED
202,435.0,2024-07-23 11:04:01,RETURNED
203,97.0,2025-12-01 13:34:29,DELIVERED
204,,2025-12-06 08:17:39,PLACED
205,406.0,2024-10-18 10:09:20,RETURNED
206,379.0,2026-06-20 10:13:55,RETURNED
207,254.0,2024-12-06 17:55:49,DELIVERED
208,112.0,2025-03-16 05:46:16,SHIPPED
209,438.0,2024-08-20 05:56:54,PLACED
210,282.0,2024-07-30 06:53:23,SHIPPED
211,487.0,2024-11-15 13:52:37,CANCELLED
212,74.0,2026-02-09 02:29:24,CANCELLED
213,425.0,2025-03-27 08:27:41,PLACED
214,358.0,2025-07-23 18:05:51,DELIVERED
215,178.0,2025-01-10 04:11:32,SHIPPED
216,339.0,2024-10-07 00:44:41,PLACED
217,136.0,2026-01-26 16:17:54,DELIVERED
218,252.0,2024-07-31 03:19:05,PLACED
219,172.0,2025-04-22 07:38:40,RETURNED
220,211.0,2024-08-18 17:01:40,SHIPPED
221,176.0,2025-02-05 06:26:58,RETURNED
222,135.0,01-08-2024 15:27:07,PLACED
223,465.0,2024-10-14 00:04:10,CANCELLED
224,21.0,2025-08-14 15:45:01,CANCELLED
225,6.0,2025-01-30 18:33:02,SHIPPED
226,70.0,2026-04-29 23:41:17,DELIVERED
227,57.0,2025-05-09 05:25:23,PLACED
228,347.0,2025-07-16 03:33:34,SHIPPED
229,424.0,2025-07-27 01:12:42,SHIPPED
230,405.0,2025-02-11 18:17:06,SHIPPED
231,134.0,2024-07-20 00:59:54,DELIVERED
232,233.0,2026-01-30 02:21:56,DELIVERED
233,173.0,2026-03-26 15:03:18,PLACED
234,244.0,2026-01-14 20:58:32,RETURNED
235,36.0,2024-10-09 18:54:11,CANCELLED
236,20.0,2025-02-03 07:33:41,RETURNED
237,368.0,2026-03-26 08:21:50,SHIPPED
238,85.0,2025-11-28 14:51:39,PLACED
239,78.0,2025-04-22 16:28:37,DELIVERED
240,47.0,2026-03-04 07:23:23,DELIVERED
241,340.0,2026-04-18 23:57:10,CANCELLED
242,199.0,26-12-2024 22:00:05,DELIVERED
243,402.0,13-05-2025 05:12:41,RETURNED
244,87.0,2026-01-14 20:09:42,PLACED
245,375.0,2026-02-12 23:47:29,RETURNED
246,270.0,2024-08-10 20:12:45,SHIPPED
247,320.0,2025-01-14 07:04:36,DELIVERED
248,31.0,2026-03-20 18:05:20,RETURNED
249,365.0,2024-10-31 13:31:53,RETURNED
250,449.0,2024-11-20 00:58:56,DELIVERED
251,8.0,2024-10-07 00:56:02,CANCELLED
252,,2025-02-01 19:50:37,SHIPPED
253,477.0,2025-08-02 20:02:11,PLACED
254,373.0,2025-10-16 13:39:25,SHIPPED
255,74.0,2026-05-29 04:41:48,SHIPPED
256,3.0,2026-07-07 15:47:26,SHIPPED
257,247.0,2025-09-01 10:07:15,DELIVERED
258,,2025-09-15 08:53:26,DELIVERED
259,26.0,2025-01-09 22:14:53,RETURNED
260,349.0,2026-04-08 15:35:15,PLACED
261,274.0,2024-11-06 06:46:50,RETURNED
262,232.0,2025-03-30 07:18:27,RETURNED
263,271.0,2025-10-27 20:05:36,PLACED
264,,2025-05-02 02:05:36,RETURNED
265,176.0,2026-04-03 23:51:51,PLACED
266,24.0,2026-01-16 04:17:34,DELIVERED
267,158.0,16-07-2024 21:23:22,SHIPPED
268,378.0,2025-10-21 02:44:21,PLACED
269,87.0,2026-02-11 09:53:52,PLACED
270,181.0,2026-02-09 10:46:11,DELIVERED
271,494.0,2024-07-20 18:00:53,DELIVERED
272,,2024-11-26 14:46:34,SHIPPED
273,165.0,2025-03-24 14:33:47,RETURNED
274,146.0,2025-05-13 21:29:00,SHIPPED
275,435.0,2024-10-25 12:10:08,CANCELLED
276,315.0,2024-12-23 11:28:50,RETURNED
277,81.0,2025-11-18 16:18:39,CANCELLED
278,10.0,2025-01-19 23:00:47,PLACED
279,444.0,2024-10-09 16:12:57,DELIVERED
280,16.0,2026-05-03 18:25:35,SHIPPED
281,253.0,2026-03-26 01:31:29,RETURNED
282,123.0,2026-06-14 11:45:21,CANCELLED
283,349.0,2026-06-23 13:09:33,SHIPPED
284,166.0,2024-09-27 07:58:57,DELIVERED
285,388.0,2025-09-29 11:53:05,RETURNED
286,408.0,2024-10-21 21:35:39,SHIPPED
287,377.0,2024-10-16 10:13:06,RETURNED
288,243.0,2025-02-05 22:17:59,SHIPPED
289,91.0,14-12-2024 04:22:02,DELIVERED
290,305.0,2026-02-17 13:47:09,RETURNED
291,422.0,2025-06-08 02:57:04,SHIPPED
292,257.0,2024-08-24 21:00:33,DELIVERED
293,205.0,2025-09-09 14:35:45,PLACED
294,450.0,2026-01-19 15:54:12,SHIPPED
295,423.0,2024-09-25 17:18:05,PLACED
296,180.0,2025-02-08 05:50:08,SHIPPED
297,65.0,2025-06-08 11:19:36,RETURNED
298,364.0,2024-12-26 10:57:03,PLACED
299,316.0,2024-08-21 22:50:43,SHIPPED
300,25.0,2025-07-07 16:14:11,SHIPPED
301,8.0,2025-11-04 13:09:38,SHIPPED
302,213.0,23-12-2024 02:05:07,SHIPPED
303,179.0,2025-08-04 02:54:35,SHIPPED
304,331.0,2025-01-31 10:57:37,RETURNED
305,380.0,2025-07-31 16:46:00,RETURNED
306,142.0,2024-12-13 16:03:47,CANCELLED
307,359.0,2024-12-14 15:29:07,RETURNED
308,403.0,2026-07-15 13:37:48,SHIPPED
309,213.0,2025-11-06 21:20:09,DELIVERED
310,384.0,2025-08-08 03:02:29,CANCELLED
311,369.0,2025-05-22 11:37:40,SHIPPED
312,336.0,2025-05-06 04:18:31,CANCELLED
313,497.0,2024-08-15 21:02:09,PLACED
314,304.0,2026-03-07 21:21:55,CANCELLED
315,299.0,2024-10-13 02:05:41,CANCELLED
316,324.0,2026-06-30 08:31:34,SHIPPED
317,,2026-04-11 19:23:54,RETURNED
318,175.0,2024-12-25 13:51:45,PLACED
319,377.0,2025-11-05 00:33:23,SHIPPED
320,304.0,2026-06-01 00:01:47,DELIVERED
321,108.0,2024-09-08 20:33:54,DELIVERED
322,29.0,2024-09-27 18:37:47,CANCELLED
323,479.0,2025-02-03 23:50:01,CANCELLED
324,379.0,2024-07-24 20:43:19,DELIVERED
325,131.0,2024-11-27 21:31:07,DELIVERED
326,129.0,2025-11-05 21:38:21,RETURNED
327,407.0,2025-07-14 19:59:47,CANCELLED
328,30.0,2025-12-28 06:47:30,SHIPPED
329,380.0,2024-12-07 00:33:09,DELIVERED
330,,2025-08-29 03:19:19,DELIVERED
331,6.0,21-03-2026 04:02:24,PLACED
332,170.0,2024-07-24 23:05:14,DELIVERED
333,167.0,2025-07-01 11:12:57,RETURNED
334,366.0,2024-11-16 09:36:31,DELIVERED
335,66.0,2024-09-19 09:11:22,RETURNED
336,316.0,2025-05-13 08:59:50,PLACED
337,381.0,2025-01-15 14:53:10,CANCELLED
338,463.0,2025-06-12 11:22:42,RETURNED
339,82.0,2026-04-23 05:19:35,DELIVERED
340,241.0,2025-07-11 07:13:04,PLACED
341,93.0,2024-07-26 18:06:05,PLACED
342,7.0,2026-05-27 03:00:28,CANCELLED
343,151.0,2026-02-05 21:35:53,SHIPPED
344,63.0,2025-07-29 18:49:58,RETURNED
345,158.0,2026-05-05 04:49:42,CANCELLED
346,207.0,2026-01-19 00:28:49,PLACED
347,303.0,2025-10-01 07:56:16,PLACED
348,254.0,2024-07-24 18:59:01,RETURNED
349,94.0,2025-11-10 13:29:54,RETURNED
350,,2025-01-29 22:12:49,CANCELLED
351,487.0,2024-09-22 12:17:33,RETURNED
352,158.0,2024-10-10 22:49:31,SHIPPED
353,432.0,2025-09-07 03:34:06,SHIPPED
354,359.0,2025-03-17 02:04:22,CANCELLED
355,159.0,2025-09-01 09:09:51,PLACED
356,356.0,2026-07-10 16:55:22,CANCELLED
357,58.0,2026-06-09 15:08:18,SHIPPED
358,398.0,2024-10-11 19:29:37,PLACED
359,465.0,2026-06-29 16:43:50,PLACED
360,448.0,2026-01-08 18:03:33,SHIPPED
361,95.0,2025-12-28 12:07:40,PLACED
362,450.0,2025-10-04 03:47:15,SHIPPED
